call_day,ai_score,sunbiz_status,status,notes,name,owner_name,phone,category,address,locality,is_chain,website
4,50,ACTIVE,New,,Accurate Plumbers Of FL Inc,"Mathews, John P, Mathews, Bernadette L",(727) 810-3269,Plumbers,8032 Sycamore Dr,"New Port Richey, FL 34654",False,http://accurateplumbersoffl.com/
2,50,ACTIVE,New,,Delta Electrical Partners,"Montgomery, B. A.",(727) 822-2048,Electricians,535 Central Ave,"Saint Petersburg, FL 33701",False,https://deltaconstructionpartners.com/contact-us
4,50,ACTIVE,New,,Harrell Electric Inc,"Osborne, Mark R, Osborne, Michael",(727) 360-5984,Electricians,140 107th Ave,"Treasure Island, FL 33706",False,http://www.harrellelectric.com/
3,50,ACTIVE,New,,Randys Electric Inc,"Spitzer, Charles E, Heisey, Russell G",(727) 573-1400,Electricians,3798 131st Ave N,"Clearwater, FL 33762",False,http://arandyselectric.net/
2,50,ACTIVE,New,,Professional Plumbing Solutions Inc,"Dixon, Russell Djr",(727) 606-1423,Plumbers,4840 82nd Ave N,"Pinellas Park, FL 33781",False,http://www.asolutionproclean.com/
3,50,ACTIVE,New,,R G Estes Electric Co,"Estes, Richard G",(727) 347-0356,Electricians,6500 31st Ave N,"Saint Petersburg, FL 33710",False,http://www.localfloridaelectrician.com/
4,50,ACTIVE,New,,M.R. Electricians,"Dols, Victoria L, Dols, Mark A",(727) 422-0391,Electricians,9225 Ulmerton Rd Ste J,"Largo, FL 33771",False,https://mrelectricians.us/
3,50,ACTIVE,New,,Largo Piping & Gas,"Workman, Aaron L, Workman, Aaron L, Workman, Aaron L",(727) 474-2057,Plumbers,14770 58th St N,"Clearwater, FL 33760",False,https://largopipingandgas.com/
3,50,ACTIVE,New,,"Gemini Power Systems, Inc","West, Carole",(727) 563-9770,Electricians,1330 Burlington Ave N,"Saint Petersburg, FL 33705",False,https://geminipower.com/contact-us
3,50,ACTIVE,New,,Marko Plumbing Systems,"Jedlovec, Mark V",(727) 235-2016,Plumbers,11428 88th Ter,"Seminole, FL 33772",False,http://www.markoplumbing.com/
4,50,ACTIVE,New,,A Quality Electric Co.,"Lightbourne, Samuel C, Lightbourne, Shakira",(727) 873-1172,Electricians,11456 47th Ave N,"Saint Petersburg, FL 33708",False,http://qualelectric.com/
3,50,ACTIVE,New,,Morales Plumbing Inc,"Morales, Martin G",(727) 409-2313,Plumbers,10746 109th Ln,"Largo, FL 33778",False,https://thedrainteam.com/
3,50,ACTIVE,New,,Gulfcoast Electric & Lighting,"Miller, Edward S, Wells, Robert Craig",(727) 525-5200,Electricians,1735 Montana Ave NE,"Saint Petersburg, FL 33703",False,https://gulfcoastelectric.com/
4,50,ACTIVE,New,,AGE Electric,"Falgoust, Gerald, Falgoust, Michael T",(727) 481-4387,Electricians,9501 57th St N,"Pinellas Park, FL 33782",False,http://ageelectricofpinellas.com/
4,50,ACTIVE,New,,The Drain Team Inc,"Corella, Neil G.",(727) 938-7964,Plumbers,,"Largo, FL 33771",False,https://thedrainteam.com/
4,50,ACTIVE,New,,The Drain Team,"Corella, Neil G.",(727) 361-8310,Plumbers,2025 Wild Acres Rd,"Largo, FL 33771",False,https://thedrainteam.com/
4,50,ACTIVE,New,,"Seary Electrical Services, Inc.","Seary, Scott E, Seary, Scott E, Seary, Scott E, Seary, Scott E",(727) 288-4799,Electricians,11300 121st Ter,"Largo, FL 33778",False,https://hdelectric.com/
3,50,ACTIVE,New,,Comdesign Infrastructure Solutions Inc,"Wilkin, Robert",(727) 579-1600,Electricians,13101 56th Ct,"Clearwater, FL 33760",False,http://comdesign2022.comdesigninc.com/about-us/contact
3,50,ACTIVE,New,,H And D Electrical Maintenance & Services Inc,"Hoover, Robert D.",(727) 461-7286,Electricians,300 S Madison Ave,"Clearwater, FL 33756",False,https://hdelectric.com/
4,50,ACTIVE,New,,Lehmkuhl Electric,"Lehmkuhl, Roger Gale",(727) 522-5352,Electricians,6319 11th Ave S,"Gulfport, FL 33707",False,https://bizyellow.com/search
3,50,ACTIVE,New,,Slaughter Plumbing Service Inc,"Jewell, Paul H, Jewell, Patricia S",(727) 596-5663,Plumbers,12920 Walsingham Rd,"Largo, FL 33774",False,https://formulaplumbing.com/
4,50,ACTIVE,New,,R 2 J Chemical Services Inc,"Lee, Robert D, Lee, Elaine Garcia",(727) 531-4135,Plumbers,12345 62nd St Unit D,"Largo, FL 33773",False,http://www.r2j.com/
4,50,ACTIVE,New,,Michael Kohler Plumbing,"Kohler, Michael J",(727) 548-9312,Plumbers,6212 43rd Ave N,"Kenneth City, FL 33709",False,https://mkohlerplumbing.com/
4,50,ACTIVE,New,,Michael Spangler Electric Inc,"Spangler, Michael A",(727) 421-9362,Electricians,6234 Burlington Ave N,"Saint Petersburg, FL 33710",False,
4,50,ACTIVE,New,,Cline Electrical Service,"Cline, Jason O, Cline, Jason O, Jr",(727) 244-8963,Electricians,779 74th Ave N,"Saint Petersburg, FL 33702",False,http://www.localfloridaelectrician.com/
2,50,ACTIVE,New,,Scotts Plumbing Of Pinellas,"Derosa, Scott, Derosa, Brittany",(727) 399-0194,Plumbers,8843 117th St,"Seminole, FL 33772",False,https://www.scottsplumbing.net/
3,50,ACTIVE,New,,Poome Inc,"Gressett, Timothy C",(727) 547-8307,Electricians,6880 46th Ave N,"Saint Petersburg, FL 33709",False,https://metrotek.com/
4,50,ACTIVE,New,,24 Hours Electrician,"De Araujo, Sergio",(727) 308-3602,Electricians,1530 Dr Martin Luther King Jr St N,"Saint Petersburg, FL 33704",False,https://gulfcoastelectric.com/
3,50,ACTIVE,New,,Curt's Electric Inc,"Voysey, Curtis J, Voysey, Jason C",(727) 442-5398,Electricians,1876 Lake Ave SE,"Largo, FL 33771",False,http://www.industrialelectrictesting.com/
2,50,ACTIVE,New,,Advanced Systems,"Wallace, David R, Wallace, Craig S",(727) 539-8054,Electricians,15373 Roosevelt Blvd,"Clearwater, FL 33760",False,http://advsys.us/
3,50,ACTIVE,New,,Lehmkuhl Electric Inc,"Lehmkuhl, Roger Gale",(727) 522-5352,Electricians,3738 24th Ave N,"Saint Petersburg, FL 33713",False,https://bizyellow.com/search
2,50,ACTIVE,New,,"Mel's Electrical, Inc","Loring, Melvin R",(727) 234-3779,Electricians,1718 Doncaster Rd,"Clearwater, FL 33764",False,https://relongservices.com/
2,50,ACTIVE,New,,Red Royal Electric,"Pasquino, Michael S",(727) 220-5150,Electricians,7830 38th Ave N Ste 14,"St Petersburg, FL 33710",False,https://www.redroyalelectric.com/
4,50,ACTIVE,New,,Drain Team Inc,"Corella, Neil G.",(727) 361-8310,Plumbers,2025 Wild Acres Rd,"Largo, FL 33771",False,https://thedrainteam.com/tarpon-springs/locations
3,50,ACTIVE,New,,Drains Etc,"Mcdaniel, Jeffrey S",(727) 525-8877,Plumbers,2095 54th Ave N,"Saint Petersburg, FL 33714",False,https://www.drainsetc.com/
3,50,ACTIVE,New,,Clearwater Plumbing Inc,"Wikoff, Lowell C, Bailey, Clifford, Wikoff, Karen, Wikoff, Kristen, Wikoff, Michael",(727) 446-8355,Plumbers,,,False,
3,50,ACTIVE,New,,Clearwater Plumbing,"Wikoff, Lowell C, Bailey, Clifford, Wikoff, Karen, Wikoff, Kristen, Wikoff, Michael",(727) 446-8355,Plumbers,409 N Fort Harrison Ave,"Clearwater, FL 33755",False,http://www.clearwaterplumbing.com/
2,50,ACTIVE,New,,Friends Plumbing,"Kosloski, Monty L., Kosloski, Matthew L.",(727) 606-1424,Plumbers,"325 Mears Blvd, Ste 100","Oldsmar, FL 34677",False,https://friendsplumbing.com/
4,50,ACTIVE,New,,"Buell Electric, Inc.","Buell, Guy Rpres, Cantone, Shane A",(727) 648-6101,Electricians,1335 Martin Luther King Jr Ave,"Dunedin, FL 34698",False,https://www.buellelectric.com/
3,50,ACTIVE,New,,Small Jobs Electric Inc,"Houle, Maria T, Houle, Nathaniel",(727) 447-1978,Electricians,1280 Cleveland St,"Clearwater, FL 33755",False,http://www.smalljobselectric.com/
14,40,ACTIVE,New,,Gator Mechanical of Tampa Bay,"Love, Christopher B",(727) 452-5727,HVAC Contractors,6901 49th Ave N,"Saint Petersburg, FL 33709",False,http://gator-mechanical.com/
12,40,ACTIVE,New,,Gator Mechanical of Tampa Bay Inc,"Love, Christopher B",(727) 452-5727,HVAC Contractors,2530 Drew St,"Clearwater, FL 33765",False,http://www.gator-mechanical.com/
5,40,ACTIVE,New,,Florida Center for Gastroenterology,"Schulman, Michael I, Beljic, Steven, Kudelko, Marc, Nudell, Justin R",(727) 544-1600,Doctors,13777 Belcher Rd S,"Largo, FL 33771",False,https://www.fdhs.com/locations/florida-center-for-gastroenterology-llc
8,40,ACTIVE,New,,Flamingo Bar,"Nichols, Dale E., Nichols, Sara",(727) 894-9191,Bars,1230 Dr Martin Luther King Jr St N,"Saint Petersburg, FL 33705",False,http://www.thechattaway.com/
16,40,ACTIVE,New,,Five Towns Action Realty,"Surface, David K., Hughes, Christopher A., Hyman, Michael D",(727) 546-1355,Real Estate Agents,8141 54th Ave N,"Saint Petersburg, FL 33709",False,http://www.fivetownsactionrealty.com/
13,40,ACTIVE,New,,R A Stump Inc,"Stump, Robert A.",(727) 538-4942,Pool Cleaning Services,,"Clearwater, FL 33760",False,https://sticksandstumpstree.com/
11,40,ACTIVE,New,,Gentle Chiropractic Clinic,"Goldberg, Harris I.",(727) 392-5696,Chiropractors,11401 Seminole Blvd,"Largo, FL 33778",False,http://fernandezchiropracticclinic.com/
18,40,ACTIVE,New,,Flaming Pearl Inc,"Leavy, Tamara L, Leavy, Scott C",(727) 381-5683,Clothing Stores,8016 31st Ave N,"Saint Petersburg, FL 33710",False,https://flamingpearl.com/
18,40,ACTIVE,New,,Gioffrè,"Gioffre, John",(727) 442-4172,Clothing Stores,8 S Fort Harrison Ave,"Clearwater, FL 33756",False,https://www.drellenberg.com/
7,40,ACTIVE,New,,R. J. Lange & Son Inc.,"Lange, Scott R, Lange, Connie",(727) 784-2629,HVAC Contractors,11 Bayshore Pl,"Palm Harbor, FL 34683",False,https://www.rjlangeandson.com/
9,40,ACTIVE,New,,Gerstle’s Clearwater,"Rosen, Robert N, Lavandeira, Luis, Myers, Lisa, Bernstein, Seth, Harna-Newbold, Asherann, Tanner, John",(727) 240-1179,Bars,752 S Gulfview Blvd,"Clearwater, FL 33767",False,http://gerstles.com/clearwater
19,40,ACTIVE,New,,Five Dollar Fashions,"Humphreys, Mark A",(727) 637-2610,Clothing Stores,1650 N Hercules Ave Ste A,"Clearwater, FL 33765",False,https://5dollarfashions.com/
9,40,ACTIVE,New,,Gibson & Sons Roofing Inc,"Gibson, Charles Sr., Gibson, Donald",(727) 221-5913,Roofing Contractors,710 Tuskawilla St,"Clearwater, FL 33756",False,http://gibsonandsonsroofing.com/contact-us.html
7,40,ACTIVE,New,,Florida Home Furnishings Representatives Association,"Barten, Scot, Tamney, Vonica, Laufer, Carey, Gonzalez, Eddie, Lorenzo, Frank",(727) 345-2083,Furniture Stores,1135 Pasadena Ave S,"South Pasadena, FL 33707",False,
12,40,ACTIVE,New,,R J Owens Roofing Contractors,"Owens, Richard",(727) 578-2641,Roofing Contractors,3113 38th Ave N,"Saint Petersburg, FL 33713",False,https://rjowensroofing.com/
12,40,ACTIVE,New,,Gerard F. Scannell III,"Wehle, Jr., Gerard F.",(727) 265-3307,Dentists,12963 Walsingham Rd,"Largo, FL 33774",False,https://www.aspendental.com/schedule-an-appointment/?fc=2436&utm_source=YP&utm_medium=IYP&utm_campaign=Largo_FL-MMIYP-2436
10,40,ACTIVE,New,,Florida Southern Roofing,"Wallace, Brian T",(727) 525-7350,Roofing Contractors,2872 47th Ave N,"Saint Petersburg, FL 33714",False,http://www.floridaroofing.com/
6,40,ACTIVE,New,,Riptide Pool Service Inc,"Weingart, Todd L, Weingart, Serena",(727) 215-8475,Pool Cleaning Services,12551 83rd Ave,"Seminole, FL 33776",False,http://www.riptidepoolservices.com/
10,40,ACTIVE,New,,Garcia Quality Home Roofing,"Garcia Munoz, Jose M, Garcia-Perera, Luis Daniel",(727) 466-1020,Roofing Contractors,2897 Endicott Ct,"Clearwater, FL 33761",False,http://www.billshieldsroofing.com/
8,40,ACTIVE,New,,Frost Thomas PA,"Franco, Ray",(727) 525-9229,Medical Clinics,6100 Central Ave,"Saint Petersburg, FL 33707",False,https://www.frostfamilylawyer.com/
9,40,ACTIVE,New,,Ready Set Yo,"Montero, Wilfredo A",(727) 437-7707,Cafes,409 Gulf Blvd,"Indian Rocks Beach, FL 33785",False,https://piponbettysbakery.com/
16,40,ACTIVE,New,,Realty Concept Pinellas Inc,"Jarvis, David Wjr, Jarvis, Liz M",(727) 804-5104,Real Estate Agents,7632 Drew Oak Dr,"Seminole, FL 33772",False,https://lucysellshomes.com/
17,40,ACTIVE,New,,Realty Executives Adamo And Associates,"Hengesbach, Alan F, Maracich, Daniel P",(727) 395-9492,Real Estate Agents,8200 Seminole Blvd,"Seminole, FL 33772",False,http://www.pinellasrealestate.net/
12,40,ACTIVE,New,,Rebecca Downie,"Downie, Rebecca, Downie, Bettie B",(727) 507-9090,Dentists,7491 Ulmerton Rd,"Largo, FL 33771",False,http://www.pearldentaltampa.com/
11,40,ACTIVE,New,,Reed Roofing & Tile Inc,"Reed, Todd, Reed, Todd, Reed, Todd",(727) 327-2488,Roofing Contractors,2851 13th Ave S,"Saint Petersburg, FL 33712",False,http://www.reedroofingandtile.com/
19,40,ACTIVE,New,,"Reeder & Nussbaum, P.A.","Reeder, Andrew, Nussbaum, Marc B",(727) 521-2889,Law Firms,2201 4th St N Ste G,"Saint Petersburg, FL 33704",False,http://www.counselorsoflaw.com/
9,40,ACTIVE,New,,Free Motion Physical Therapy Inc.,"Collewijn, Robert J",(727) 223-9902,Physical Therapy,305 N Fort Harrison Ave,"Clearwater, FL 33755",False,https://freemotionfloridapt.com/
14,40,ACTIVE,New,,Foundation Physical Therapy,"Parsonis, Gary, Parsonis, Gina",(727) 784-6088,Physical Therapy,29605 US Highway 19 N,"Clearwater, FL 33761",False,https://www.foundationpt.com/
8,40,ACTIVE,New,,Rent-All City Inc,"Pinsker, Howard",(727) 565-1095,Furniture Stores,7171 22nd Ave N,"Saint Petersburg, FL 33710",False,http://www.rentallcity.com/
16,40,ACTIVE,New,,Fountain Full Estate Liquidation,"Miller, Jason C, Hitt, Julia A",(727) 278-5259,Real Estate Agents,,"Oldsmar, FL 34677",False,https://www.belleairlargohotel.com/
10,40,ACTIVE,New,,Fountain Podiatry,"Rozhko, Stefanie, Rozhko, Stefanie, Rozhko, Stefanie, Rozhko, Stefanie",(727) 530-7585,Medical Clinics,1000 Belcher Rd S Ste 4,"Largo, FL 33771",False,https://footandanklemc.com/
6,40,ACTIVE,New,,Fraziers Air Conditioning Inc,"Frazier, William",(727) 442-9204,HVAC Contractors,1709 Rainbow Dr,"Clearwater, FL 33755",False,https://www.nationalheatingair.com/
9,40,ACTIVE,New,,Frankie T's Dive Bar,"Valdez, Frankie",(727) 329-6160,Bars,,"Clearwater, FL 33761",False,
4,40,ACTIVE,New,,Frank DiCosola PA,"Dicosola, Frank Esq",(727) 528-1114,Law Firms,6565 Park Blvd N,"Pinellas Park, FL 33781",False,http://www.frankdicosola.com/
15,40,ACTIVE,New,,Full Scale SEO,"Sams, Robert Ljr, Sams, Robert Ljr",(727) 350-7635,Marketing Agencies,,,False,
13,40,ACTIVE,New,,"Raymond George Nietzold, DC","Forbes, Philip H, Johnson, Bonney A",(727) 585-4488,Chiropractors,1745 S Highland Ave,"Clearwater, FL 33756",False,http://banackichiropractic.com/
7,40,ACTIVE,New,,Furniture Guys,"Teixeira, Logan, Coplien, William",(727) 755-0660,Furniture Stores,6715 66th St N,"Pinellas Park, FL 33781",False,http://www.furniture-guys.com/
20,40,ACTIVE,New,,Gallagher & Associates Law Firm PA,"Gallagher, Charles Riii",(727) 344-5297,Law Firms,5720 Central Ave,"Saint Petersburg, FL 33707",False,http://attorneyoffices.org/
15,40,ACTIVE,New,,RJG Marketing,"Giovino, Ron",(727) 536-8668,Marketing Agencies,2557 Nursery Rd,"Clearwater, FL 33764",False,https://taxshelteramerica.com/
7,40,ACTIVE,New,,Florida Neurology Clinics PA,"Okonkwo-Onuigbo, Obi Fm.D.",(727) 584-3313,Medical Clinics,1258 W Bay Dr,"Largo, FL 33770",False,http://www.westcoastneuro.com/
18,40,ACTIVE,New,,Galli Shirts Inc,"Gallipani, Vincent",(727) 754-3018,Clothing Stores,714 N Fort Harrison Ave,"Clearwater, FL 33755",False,https://gallishirts.com/
14,40,ACTIVE,New,,Rick's Pool Service,"Howard, Fredrick J, Howard, Malinda E",(727) 442-4343,Pool Cleaning Services,1461 S Missouri Ave,"Clearwater, FL 33756",False,http://www.rickspoolsvc.com/
8,40,ACTIVE,New,,Rick the Roofer,"Hurley, Richard A",(727) 527-5821,Roofing Contractors,3489 53rd Ave N,"Saint Petersburg, FL 33714",False,https://rjowensroofing.com/
11,40,ACTIVE,New,,"Florida Res-Com Roofing, Inc","Cromwell, Brendan M",(727) 483-0456,Roofing Contractors,2913 Nutwood St,"Clearwater, FL 33759",False,https://flrescomroofing.com/
15,40,ACTIVE,New,,"Rick Lee Daso, DC","Matzen, Rick",(727) 588-9572,Physical Therapy,12020 Seminole Blvd,"Largo, FL 33778",False,http://www.drdaso.com/
15,40,ACTIVE,New,,G & P Fashion Service Inc,"Gioffre, Angela, Ceruti, Erika",(727) 442-4172,Physical Therapy,8 S Fort Harrison Ave,"Clearwater, FL 33756",False,http://www.gioffrefashion.com/
6,40,ACTIVE,New,,"Gabriele Cash, LMFT, MA, Inc.","Cash, Gabriele, Cash, Gabriele",(727) 533-5888,Physical Therapy,2401 W Bay Dr,"Largo, FL 33770",False,http://foundationpt.com/
11,40,ACTIVE,New,,"Gabriela Portmann, DMD","Portmann, Gabriela",(727) 394-6065,Dentists,9200 113th St,"Seminole, FL 33772",False,https://dentalcareatgatewaycommons.com/
16,40,ACTIVE,New,,Richard Doyle Real Estate,"Doyle, Richard",(727) 733-8000,Real Estate Agents,518 Indian Rocks Rd N,"Belleair Bluffs, FL 33770",False,http://www.doylemcgrath.com/
5,40,ACTIVE,New,,"RSMartin Roofing, Inc.","Martin, Randall S",(727) 395-9493,Roofing Contractors,7000 Bryan Dairy Rd Ste A13,"Seminole, FL 33777",False,https://rjowensroofing.com/
8,40,ACTIVE,New,,RTG Furniture Corp,"Rappoport, Eyal, Sheer, Jamie, Weitzner, Peter, Schnell, Randi",(727) 527-4000,Furniture Stores,7035 Us Highway 19 N,"Pinellas Park, FL 33781",False,https://www.roomstogo.com/
15,40,ACTIVE,New,,GSP Marketing Technologies,"Neuhoff, Paul F, Neuhoff, Geoff",(727) 532-0647,Marketing Agencies,5400 140th Ave N,"Clearwater, FL 33760",False,http://www.gspretail.com/
19,40,ACTIVE,New,,"Frank D. Butler, P.A.","Butler, Frank D",(727) 399-2222,Law Firms,10550 Us Highway 19 N,"Pinellas Park, FL 33782",False,https://fightingforfamilies.com/
5,40,ACTIVE,New,,"Jason D Philippe, MD","Post, Jason D",(727) 593-9848,Doctors,13670 Walsingham Rd,"Largo, FL 33774",False,https://www.bayfrontstpete.com/
13,40,ACTIVE,New,,Rondon's Pool Service,"Johnson, Donna",(727) 452-4502,Pool Cleaning Services,1347 Columbia Ave,"Palm Harbor, FL 34683",False,https://rondons.com/
6,40,ACTIVE,New,,"Dr. Marcy Smurthwaite, DC","Stern, Marcy",(727) 539-0075,Chiropractors,12855 Belcher Rd S Ste 1,"Largo, FL 33773",False,http://banackichiropractic.com/
16,40,ACTIVE,New,,"Donovan Home Sales, Inc.","Donovan, Karen J, Donovan, Joseph D",(727) 595-8880,Real Estate Agents,,,False,
8,40,ACTIVE,New,,DoubleTree Beach Resort by Hilton Hotel Tampa Bay - North Redington Beach,"Inman, Andrea J",(727) 391-4000,Hotels,17120 Gulf Blvd,"North Redington Beach, FL 33708",False,https://www.hilton.com/en/hotels/nornhdt-doubletree-beach-resort-tampa-bay-north-redington-beach/?SEO_id=YEXTN-AMER-DT-NORNHDT&y_source=1_MTM3MjU1NS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
9,40,ACTIVE,New,,Doubles Sports Bar Inc,"Newman, Keith, Mickunas, Charles P",(727) 522-5615,Bars,3301 54th Ave N,"Saint Petersburg, FL 33714",False,http://www.pressboxsports.com/
12,40,ACTIVE,New,,Douglas M Johnson Heating,"Johnson, Douglas M",(727) 446-4292,HVAC Contractors,1640 N Hercules Ave,"Clearwater, FL 33765",False,http://www.airmasters.net/
14,40,ACTIVE,New,,"Sharon Kelly, LMT","Kelly-Totten, Sharon",(727) 301-5724,Physical Therapy,801 W Bay Dr Ste 500,"Largo, FL 33770",False,http://massagebysharon-lmt.com/
5,40,ACTIVE,New,,Douglas Taylor A C & Refridg,"Taylor, Douglas S",(727) 507-9144,HVAC Contractors,6560 116th Ave,"Largo, FL 33773",False,http://www.trane.com/
9,40,ACTIVE,New,,Down the Hatch,"Johnson, Lyder R, Johnson, Lyder R",(727) 547-1867,Bars,8010 49th St N,"Pinellas Park, FL 33781",False,http://bottlespub.com/
9,40,ACTIVE,New,,Shameless Tavern Inc,"Holladay, Julie A",(727) 532-1972,Bars,2245 Nursery Rd,"Clearwater, FL 33764",False,http://www.1933pub.com/
11,40,ACTIVE,New,,Service Tech Roofing and Construction Inc,"Woodring, Keith A, Woodring, Nicole",(727) 447-2655,Roofing Contractors,1988 Sherwood St Ste 1,"Clearwater, FL 33765",False,http://www.fibretechinc.com/
8,40,ACTIVE,New,,Service -Tech Roofing& Construction,"Woodring, Keith A, Woodring, Nicole",(727) 447-2655,Roofing Contractors,PO Box 824,"Clearwater, FL 33757",False,http://www.fibretechinc.com/
14,40,ACTIVE,New,,"Dr. Charlotte Hicks, DC","Adler, Charlton L",(727) 587-6667,Chiropractors,515 Missouri Ave N,"Largo, FL 33770",False,http://clearwaterpediatriccare.com/
15,40,ACTIVE,New,,"Dr. Cindy Snider, MD","Reyes Cordero, Dayron",(727) 223-8978,Physical Therapy,4707 140th Ave N Ste 313,"Clearwater, FL 33762",False,https://www.hopkinsmedicine.org/profiles/details/Cindy-Hernandez
17,40,ACTIVE,New,,Seminole Palms of Largo,"Crone, Scott",(727) 531-7279,Real Estate Agents,8886 Christie Dr,"Largo, FL 33771",False,http://www.myseminolegardens.com/sales
15,40,ACTIVE,New,,Seminole Chiropractic Injury & Wellness Center,"Nickse, Stephen, Smith, Elaine",(727) 399-2229,Physical Therapy,10863 Park Blvd Ste 2,"Seminole, FL 33772",False,http://www.seminolechiropractic.com/
11,40,ACTIVE,New,,"Dr. Geoffrey S. Greene, MD","Bennett, Geoffrey W, Bennett, Gary, Bennett, Kim",(727) 584-7706,Doctors,1301 2nd Ave SW,"Largo, FL 33770",False,https://www.womenscarefl.com/
7,40,ACTIVE,New,,"Dr. Gregory Reece, DMD","Schachtman, Gregory",(727) 394-6064,Dentists,9200 113th St,"Seminole, FL 33772",False,http://www.contemporaryperio.com/
13,40,ACTIVE,New,,"Dr. Ingrid Zumaran, MD","Dring, Walter C",(727) 394-1500,Doctors,9555 Seminole Blvd Ste 104,"Seminole, FL 33772",False,http://www.newimagederm.com/
